,title,count,mean,std,min,25%,50%,75%,max
1547,Twister (1996),293.0,3.2150170648464163,1.1064164121636364,1.0,2.0,3.0,4.0,5.0
1548,Two Bits (1995),5.0,2.2,1.3038404810405295,1.0,1.0,2.0,3.0,4.0
1549,Two Deaths (1995),4.0,2.25,1.5,1.0,1.0,2.0,3.25,4.0
1550,Two Friends (1986) ,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1551,Two Much (1996),7.0,2.4285714285714284,1.3972762620115438,1.0,1.0,3.0,3.5,4.0
1552,Two if by Sea (1996),25.0,2.6,1.0408329997330663,1.0,2.0,3.0,3.0,5.0
1553,Two or Three Things I Know About Her (1966),4.0,3.75,1.8929694486000912,1.0,3.25,4.5,5.0,5.0
1554,U Turn (1997),64.0,3.359375,1.159737073377013,1.0,3.0,3.0,4.0,5.0
1555,U.S. Marshalls (1998),9.0,3.0,0.7071067811865476,2.0,3.0,3.0,3.0,4.0
1556,Ulee's Gold (1997),184.0,3.760869565217391,0.9157942023976586,1.0,3.0,4.0,4.0,5.0
1557,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",21.0,3.761904761904762,1.0442586798663396,2.0,3.0,4.0,5.0,5.0
1558,"Unbearable Lightness of Being, The (1988)",92.0,3.4565217391304346,1.2440013734335802,1.0,3.0,4.0,4.0,5.0
1559,Under Siege (1992),124.0,3.290322580645161,0.9940816209343496,1.0,3.0,3.0,4.0,5.0
1560,Under Siege 2: Dark Territory (1995),48.0,2.458333333333333,1.0710570108856838,1.0,1.75,3.0,3.0,4.0
1561,Underground (1995),5.0,2.8,1.4832396974191326,1.0,2.0,3.0,3.0,5.0
1562,"Underneath, The (1995)",4.0,2.75,1.2583057392117916,1.0,2.5,3.0,3.25,4.0
1563,Underworld (1997),4.0,2.5,1.0,1.0,2.5,3.0,3.0,3.0
1564,Unforgettable (1996),34.0,3.3235294117647056,0.911894073968593,2.0,3.0,3.0,4.0,5.0
1565,Unforgiven (1992),182.0,3.868131868131868,0.9068041289997946,1.0,3.0,4.0,4.0,5.0
1566,Unhook the Stars (1996),10.0,2.5,1.1785113019775793,1.0,1.25,3.0,3.0,4.0
1567,Unstrung Heroes (1995),22.0,3.3181818181818183,0.9945740239808648,2.0,3.0,3.0,4.0,5.0
1568,Until the End of the World (Bis ans Ende der Welt) (1991),23.0,2.8260869565217392,1.1541298931561732,1.0,2.0,3.0,3.5,5.0
1569,Unzipped (1995),11.0,3.5454545454545454,1.0357254813546264,2.0,3.0,4.0,4.0,5.0
1570,Up Close and Personal (1996),85.0,3.1882352941176477,1.0745333167191684,1.0,2.0,3.0,4.0,5.0
1571,Up in Smoke (1978),47.0,3.2553191489361697,0.988368992580662,1.0,3.0,3.0,4.0,5.0
1572,"Usual Suspects, The (1995)",267.0,4.3857677902621734,0.8255003440679952,1.0,4.0,5.0,5.0,5.0
1573,Vampire in Brooklyn (1995),12.0,1.8333333333333333,0.7177405625652735,1.0,1.0,2.0,2.0,3.0
1574,"Van, The (1996)",6.0,2.6666666666666665,1.2110601416389968,1.0,2.0,2.5,3.75,4.0
1575,Vanya on 42nd Street (1994),27.0,3.592592592592593,1.152230587875243,1.0,3.0,4.0,4.0,5.0
1576,Vegas Vacation (1997),75.0,2.4,1.0397504898200722,1.0,2.0,2.0,3.0,5.0
1577,Venice/Venice (1992),2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1578,Vermin (1998),2.0,2.0,1.4142135623730951,1.0,1.5,2.0,2.5,3.0
1579,Vermont Is For Lovers (1992),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1580,Vertigo (1958),179.0,4.251396648044691,0.6856766969918764,2.0,4.0,4.0,5.0,5.0
1581,"Very Brady Sequel, A (1996)",93.0,2.3978494623655915,1.1338639683979868,1.0,2.0,2.0,3.0,5.0
1582,"Very Natural Thing, A (1974)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1583,Victor/Victoria (1982),77.0,3.3376623376623376,0.9263736544407074,1.0,3.0,3.0,4.0,5.0
1584,"Vie est belle, La (Life is Rosey) (1987)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1585,Village of the Damned (1995),22.0,2.6818181818181817,0.9454836825347092,1.0,2.0,3.0,3.0,4.0
1586,Virtuosity (1995),38.0,2.736842105263158,1.1782765821848349,1.0,2.0,3.0,4.0,5.0
1587,"Visitors, The (Visiteurs, Les) (1993)",2.0,3.5,2.1213203435596424,2.0,2.75,3.5,4.25,5.0
1588,Volcano (1997),219.0,2.808219178082192,1.0225557239687917,1.0,2.0,3.0,3.5,5.0
1589,Wag the Dog (1997),137.0,3.510948905109489,1.0718098240083012,1.0,3.0,4.0,4.0,5.0
1590,Waiting for Guffman (1996),47.0,4.127659574468085,0.6794185902089774,3.0,4.0,4.0,5.0,5.0
1591,Waiting to Exhale (1995),16.0,2.5,1.2649110640673518,1.0,1.0,3.0,3.0,5.0
1592,"Walk in the Clouds, A (1995)",63.0,3.2857142857142856,1.0988053839918157,1.0,3.0,3.0,4.0,5.0
1593,"Walk in the Sun, A (1945)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1594,Walkabout (1971),26.0,3.8461538461538463,0.6748219138295787,3.0,3.0,4.0,4.0,5.0
1595,"Walking Dead, The (1995)",4.0,2.25,0.957427107756338,1.0,1.75,2.5,3.0,3.0
1596,Walking and Talking (1996),8.0,3.625,1.1877349391654208,2.0,3.0,3.0,5.0,5.0
1597,Wallace & Gromit: The Best of Aardman Animation (1996),67.0,4.447761194029852,0.7644285266855719,1.0,4.0,5.0,5.0,5.0
1598,"War Room, The (1993)",9.0,3.333333333333333,0.8660254037844386,2.0,3.0,3.0,4.0,5.0
1599,"War at Home, The (1996)",1.0,2.0,,2.0,2.0,2.0,2.0,2.0
1600,"War, The (1994)",15.0,3.2666666666666666,1.1629191512658792,1.0,2.5,3.0,4.0,5.0
1601,Warriors of Virtue (1997),10.0,3.0,1.0540925533894598,1.0,2.25,3.0,4.0,4.0
1602,Washington Square (1997),34.0,3.294117647058824,1.1941628680530645,1.0,3.0,3.0,4.0,5.0
1603,Waterworld (1995),102.0,2.8039215686274512,1.0812462161442364,1.0,2.0,3.0,4.0,5.0
1604,Wedding Bell Blues (1996),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1605,"Wedding Gift, The (1994)",3.0,4.0,1.0,3.0,3.5,4.0,4.5,5.0
1606,"Wedding Singer, The (1998)",72.0,3.486111111111111,0.978545277807764,1.0,3.0,4.0,4.0,5.0
1607,Weekend at Bernie's (1989),60.0,2.6166666666666667,0.9404590777041592,1.0,2.0,3.0,3.0,5.0
1608,Welcome To Sarajevo (1997),22.0,3.363636363636364,1.364357673585582,1.0,2.25,4.0,4.0,5.0
1609,Welcome to the Dollhouse (1995),112.0,3.7232142857142856,1.067199935071072,1.0,3.0,4.0,4.0,5.0
1610,Wend Kuuni (God's Gift) (1982),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1611,Wes Craven's New Nightmare (1994),35.0,2.8,1.2078176722551153,1.0,2.0,3.0,4.0,5.0
1612,What Happened Was... (1994),8.0,2.625,1.0606601717798212,1.0,2.0,2.5,3.25,4.0
1613,What's Eating Gilbert Grape (1993),115.0,3.5391304347826087,0.9577656428882678,1.0,3.0,4.0,4.0,5.0
1614,What's Love Got to Do with It (1993),45.0,3.488888888888889,0.9200351332773364,1.0,3.0,4.0,4.0,5.0
1615,When Harry Met Sally... (1989),290.0,3.910344827586207,0.887570778925778,1.0,3.0,4.0,5.0,5.0
1616,When Night Is Falling (1995),5.0,3.4,0.5477225575051661,3.0,3.0,3.0,4.0,4.0
1617,When We Were Kings (1996),44.0,4.045454545454546,1.0987211478243843,1.0,4.0,4.0,5.0,5.0
1618,When a Man Loves a Woman (1994),39.0,3.4871794871794872,1.0226846731132633,1.0,3.0,3.0,4.0,5.0
1619,When the Cats Away (Chacun cherche son chat) (1996),16.0,3.5625,1.0935416468216166,1.0,3.0,4.0,4.0,5.0
1620,While You Were Sleeping (1995),162.0,3.5493827160493834,0.9328542264995999,1.0,3.0,4.0,4.0,5.0
1621,"White Balloon, The (1995)",10.0,2.8,1.3165611772087666,1.0,2.0,3.0,3.75,5.0
1622,White Man's Burden (1995),10.0,2.0,1.247219128924647,1.0,1.0,1.5,2.75,4.0
1623,White Squall (1996),85.0,3.4,1.1359912809859896,1.0,3.0,3.0,4.0,5.0
1624,"Whole Wide World, The (1996)",6.0,4.0,0.8944271909999159,3.0,3.25,4.0,4.75,5.0
1625,Widows' Peak (1994),19.0,3.5789473684210527,0.837707816583391,2.0,3.0,4.0,4.0,5.0
1626,"Wife, The (1995)",1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1627,Wild America (1997),9.0,2.888888888888889,0.927960727138337,1.0,3.0,3.0,3.0,4.0
1628,Wild Bill (1995),12.0,2.5,0.9045340337332908,1.0,2.0,3.0,3.0,4.0
1629,"Wild Bunch, The (1969)",43.0,4.023255813953488,0.9125675994014348,2.0,3.0,4.0,5.0,5.0
1630,Wild Reeds (1994),14.0,3.1428571428571432,1.027105182026191,1.0,3.0,3.0,3.0,5.0
1631,Wild Things (1998),11.0,2.727272727272727,1.4206272622267313,1.0,2.0,2.0,3.5,5.0
1632,William Shakespeare's Romeo and Juliet (1996),106.0,3.5943396226415096,1.1692757374651277,1.0,3.0,4.0,4.0,5.0
1633,Willy Wonka and the Chocolate Factory (1971),326.0,3.6319018404907975,1.0952038389252512,1.0,3.0,4.0,4.0,5.0
1634,Window to Paris (1994),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
1635,Wings of Courage (1995),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
1636,Wings of Desire (1987),57.0,4.0,1.118033988749895,1.0,3.0,4.0,5.0,5.0
1637,"Wings of the Dove, The (1997)",75.0,3.68,0.9028483455902968,1.0,3.0,4.0,4.0,5.0
1638,Winnie the Pooh and the Blustery Day (1968),75.0,3.8,1.0904995136125413,1.0,3.0,4.0,5.0,5.0
1639,"Winter Guest, The (1997)",9.0,3.4444444444444446,1.4240006242195884,1.0,3.0,3.0,5.0,5.0
1640,Wishmaster (1997),27.0,2.4444444444444446,1.395964880904225,1.0,1.0,2.0,3.0,5.0
1641,With Honors (1994),46.0,3.065217391304348,1.1431374742454017,1.0,2.0,3.0,4.0,5.0
1642,Withnail and I (1987),13.0,3.2307692307692313,1.3008872711759818,1.0,2.0,3.0,4.0,5.0
1643,Witness (1985),1.0,4.0,,4.0,4.0,4.0,4.0,4.0
1644,"Wizard of Oz, The (1939)",246.0,4.077235772357724,0.9594482264752736,1.0,3.0,4.0,5.0,5.0
1645,Wolf (1994),67.0,2.7014925373134333,0.9536997395015278,1.0,2.0,3.0,3.0,5.0
1646,"Woman in Question, The (1950)",1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1647,"Women, The (1939)",15.0,3.6666666666666665,1.1751393027860064,1.0,3.0,4.0,4.5,5.0
1648,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",10.0,4.0,0.6666666666666666,3.0,4.0,4.0,4.0,5.0
1649,Wonderland (1997),10.0,3.2,1.4757295747452437,1.0,2.25,3.5,4.0,5.0
1650,"Wooden Man's Bride, The (Wu Kui) (1994)",3.0,2.6666666666666665,1.5275252316519463,1.0,2.0,3.0,3.5,4.0
1651,"World of Apu, The (Apur Sansar) (1959)",6.0,4.0,1.6733200530681511,1.0,3.5,5.0,5.0,5.0
1652,"Wrong Trousers, The (1993)",118.0,4.466101694915254,0.8236068619639021,1.0,4.0,5.0,5.0,5.0
1653,Wyatt Earp (1994),50.0,3.1,0.9741558354989898,1.0,3.0,3.0,4.0,5.0
1654,Yankee Zulu (1994),1.0,1.0,,1.0,1.0,1.0,1.0,1.0
1655,Year of the Horse (1997),7.0,3.2857142857142856,1.889822365046136,1.0,1.5,4.0,5.0,5.0
1656,You So Crazy (1994),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
1657,Young Frankenstein (1974),200.0,3.945,0.9033577787244146,2.0,3.0,4.0,5.0,5.0
1658,Young Guns (1988),101.0,3.207920792079208,0.8867562425285581,1.0,3.0,3.0,4.0,5.0
1659,Young Guns II (1990),44.0,2.772727272727273,1.008421201303751,1.0,2.0,3.0,3.0,5.0
1660,"Young Poisoner's Handbook, The (1995)",41.0,3.3414634146341466,1.237128855405955,1.0,3.0,4.0,4.0,5.0
1661,Zeus and Roxanne (1997),6.0,2.1666666666666665,0.983192080250175,1.0,1.25,2.5,3.0,3.0
1662,unknown,9.0,3.4444444444444446,1.130388330520878,1.0,3.0,4.0,4.0,5.0
1663,Á köldum klaka (Cold Fever) (1994),1.0,3.0,,3.0,3.0,3.0,3.0,3.0
